"TableName","TablePurpose","Ownership","ColumnOrdinal","ColumnName","SqlType","Nullable","KeyRole","DefaultDefinition","IndexNames","ProductionRows","ProductionNonNullRows","ProductionFillPercent","AgentStrongReferences","AgentTokenReferences","DevAppStrongReferences","DevAppTokenReferences","ProdAppStrongReferences","ProdAppTokenReferences","AllStrongReferences","AllTokenReferences","DataSensitivity","Assessment","MigrationRecommendation","Note"
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","75","whenCreated","datetime2(7)","True","","","","15130","15130","100","0","0","1","1","8","8","9","9","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","76","whenChanged","datetime2(7)","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","77","lastLogoff","datetime2(7)","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","78","lastLogon","datetime2(7)","True","","","","15130","15130","100","1","1","1","1","1","1","3","3","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","79","LockedOut","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","80","lockoutTime","bigint","True","","","","15130","7224","47.75","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","81","PasswordExpired","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","82","PasswordLastSet","datetime2(7)","True","","","","15130","14337","94.76","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","83","PasswordNeverExpires","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","84","PasswordNotRequired","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","85","badPwdCount","int","True","","","","15130","5130","33.91","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","86","BadLogonCount","int","True","","","","15130","5130","33.91","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","87","CannotChangePassword","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","88","AllowReversiblePasswordEncryption","bit","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","gevoelige diagnostiek/configuratie","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","89","pwdLastSet","datetime2(7)","True","","","","15130","15130","100","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","90","extensionAttribute1","varchar(8000)","True","","","","15130","6955","45.97","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","91","extensionAttribute2","varchar(8000)","True","","","","15130","6291","41.58","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","92","extensionAttribute3","varchar(8000)","True","","","","15130","1642","10.85","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","93","extensionAttribute4","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","94","extensionAttribute5","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","95","extensionAttribute6","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","96","extensionAttribute7","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","97","extensionAttribute8","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","98","extensionAttribute9","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","99","extensionAttribute10","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","100","extensionAttribute11","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","101","extensionAttribute12","varchar(8000)","True","","","","15130","0","0","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","102","extensionAttribute13","varchar(8000)","True","","","","15130","1","0.01","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","103","extensionAttribute14","varchar(8000)","True","","","","15130","1356","8.96","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","104","extensionAttribute15","varchar(8000)","True","","","","15130","1423","9.41","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","105","kostenplaats","varchar(8000)","True","","","","15130","5313","35.12","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","106","mAPIRecipient","bit","True","","","","15130","1917","12.67","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","107","mDBOverQuotaLimit","int","True","","","","15130","115","0.76","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
"AdUsers","Extern AD-gebruikerssnapshot; breed klantbroncontract en geen eigendom van UAM.","External source contract","108","mDBStorageQuota","int","True","","","","15130","117","0.77","0","0","0","0","0","0","0","0","persoons-/gebruiksgegeven","extern bronveld","broncontract configureren","Niet als UAM-eigendom beoordelen; alleen projecteren wat de module werkelijk nodig heeft."
